cvegeo,centroide
0901400010577,POINT (-99.17881298409023 19.38136487225975)
0901400010789,POINT (-99.14569654029944 19.37087637650043)
0901400010897,POINT (-99.18596525968239 19.3697056490111)
090140001090A,POINT (-99.18619270899502 19.36637877159592)
0901400010134,POINT (-99.14012058148862 19.39490454460132)
0901400010952,POINT (-99.16603961112349 19.36294255195906)
0901400011005,POINT (-99.14658031249998 19.36275020429437)
0901400010740,POINT (-99.16928271368383 19.37516471480146)
0901400010401,POINT (-99.1666193385191 19.38618713693745)
0901400010416,POINT (-99.16263371861629 19.38465024458526)
0901400010308,POINT (-99.14024738341655 19.38983190811459)
0901400010721,POINT (-99.17401146096131 19.37687007583776)
0901400010736,POINT (-99.17296622468706 19.37211087258617)
090140001076A,POINT (-99.15947949543597 19.37399128670079)
0901400010774,POINT (-99.15123451601545 19.37106568303642)
0901400010806,POINT (-99.17594821253593 19.37058805751753)
0901400010810,POINT (-99.16959525372852 19.36789551637916)
0901400010238,POINT (-99.16837500464982 19.39232541544788)
0901400010223,POINT (-99.17252520559627 19.39160220947832)
0901500010358,POINT (-99.12632670906476 19.44640034354227)
0901500011464,POINT (-99.16111488273205 19.40454822704458)
0901500011479,POINT (-99.15742883978815 19.40564961958101)
0901500010038,POINT (-99.12955937035701 19.46116852376724)
0901500010911,POINT (-99.12691142929476 19.42788868988841)
0901500010023,POINT (-99.13294630934571 19.46275921530905)
0901500010466,POINT (-99.1611404300138 19.451874478685)
0901500010926,POINT (-99.17296113916184 19.42834867783853)
0901500011229,POINT (-99.15278994147531 19.40916447551267)
0901500011290,POINT (-99.1300593404146 19.41168031584996)
0901500011303,POINT (-99.17960947878696 19.41274049447517)
0901500011411,POINT (-99.18004888232294 19.40828833266681)
0901500011498,POINT (-99.14025961129222 19.40555221746289)
0901500011500,POINT (-99.13394912752298 19.40582296111481)
0901500011515,POINT (-99.13034810837031 19.40571347866257)
090150001152A,POINT (-99.12761554865168 19.40640225667367)
0901500010945,POINT (-99.16983684622409 19.42488506485597)
0901500010983,POINT (-99.1713626877345 19.42252773441554)
0901500011089,POINT (-99.17366194885849 19.41988400480674)
0901500010042,POINT (-99.15715927680783 19.46051051193972)
0901500010057,POINT (-99.15076804692941 19.46124326411438)
0901500010061,POINT (-99.14610831538035 19.46222364571194)
0901500010080,POINT (-99.14071443332475 19.46012963041963)
0901500010165,POINT (-99.12725909199642 19.45456889728916)
090150001017A,POINT (-99.15987805072479 19.45714102318696)
0901500010555,POINT (-99.16132887879387 19.44768219543372)
0901500010593,POINT (-99.16210262005868 19.44421484868355)
0901500010663,POINT (-99.12635930258659 19.43615221195065)
0901500010930,POINT (-99.17114694313238 19.42639852897573)
0901500010413,POINT (-99.14051332548392 19.45265388674816)
0901500011178,POINT (-99.17727385228835 19.4170603951733)
0901500010678,POINT (-99.16580260866773 19.43887845979773)
0901500011549,POINT (-99.15214029019917 19.42098373479052)
0901500010112,POINT (-99.13062329356366 19.45821687596137)
0901500010254,POINT (-99.14287752158582 19.4547201946998)
0901500010216,POINT (-99.14830657858033 19.45600821539034)
0901500010451,POINT (-99.13476219904855 19.44978713954796)
0901500011286,POINT (-99.13141936591259 19.40974845145822)
0901500011055,POINT (-99.13585344514331 19.42109459710013)
0901500010377,POINT (-99.14634782243134 19.45353830086863)
0901500010146,POINT (-99.13458616297338 19.45656432265134)
0901500010184,POINT (-99.1520329074263 19.45726672157706)
0901500010752,POINT (-99.13395796607089 19.43597441267671)
0901500010536,POINT (-99.13706267670197 19.44356358350059)
0901500010362,POINT (-99.14752063571744 19.45405837631469)
0901500011144,POINT (-99.14114292185347 19.41634448064812)
0901500011163,POINT (-99.13254113601097 19.41551294818354)
0901500010748,POINT (-99.14453847473284 19.43280114806863)
0901500011182,POINT (-99.17317634623106 19.41644617090393)
0901500011197,POINT (-99.17042441935664 19.41295616324318)
090150001120A,POINT (-99.16732441961032 19.41481719577494)
0901500011214,POINT (-99.16220724921021 19.41362404483975)
0901500011233,POINT (-99.14724742954098 19.4121302641315)
0901500011267,POINT (-99.13715973952931 19.41204909501788)
0901500011248,POINT (-99.14300512178112 19.41076451396194)
0901500011252,POINT (-99.14048763368159 19.4106523082289)
0901500011271,POINT (-99.13436403500143 19.41052326665017)
0901500011360,POINT (-99.16294696137004 19.40912616582666)
0901500011375,POINT (-99.16097884089848 19.4098063976601)
090150001138A,POINT (-99.15746738527237 19.40952497972036)
0901500011394,POINT (-99.14795157491355 19.40839752142553)
0901500011407,POINT (-99.13759966028925 19.40904017676009)
0901500011426,POINT (-99.17406831598997 19.4057519258908)
0901500011445,POINT (-99.16835966960664 19.40244034141524)
0901500011483,POINT (-99.14776776743554 19.40552976696253)
0901500010998,POINT (-99.16728895176252 19.42124594413579)
0901500011002,POINT (-99.16155712056862 19.42056511650693)
0901500010019,POINT (-99.13677944814238 19.46327351435743)
0901500010076,POINT (-99.14458073729988 19.45941315683027)
0901500010095,POINT (-99.1372146685262 19.45928910511282)
0901500010199,POINT (-99.15061557467367 19.45475923809346)
0901500010818,POINT (-99.13679254814527 19.43095061992962)
0901500010339,POINT (-99.13180124525599 19.4496707569543)
090150001049A,POINT (-99.15149800041429 19.446739250956)
0901500010502,POINT (-99.14848130505418 19.44759785231341)
0901500010521,POINT (-99.13893881867818 19.44811209254073)
0901500010540,POINT (-99.13293701246168 19.44484331021349)
090150001056A,POINT (-99.14548342024079 19.44541072846)
0901500010574,POINT (-99.14192842806698 19.4442984300314)
0901500010396,POINT (-99.1433434012165 19.45264614825942)
090150001063A,POINT (-99.14150558441573 19.43909088982773)
0901500010644,POINT (-99.1350928832607 19.43937275617871)
0901500010659,POINT (-99.12882847912752 19.43938367888417)
0901500010729,POINT (-99.15347462098897 19.43442443162451)
0901500010771,POINT (-99.13182595744877 19.43293118639193)
0901500010786,POINT (-99.12631504413143 19.43204056337457)
0901500010790,POINT (-99.16522373432369 19.4330384431976)
0901500010803,POINT (-99.15805056126106 19.43062630537388)
0901500011106,POINT (-99.16227326326076 19.41647357561166)
0901500010841,POINT (-99.15843304452028 19.427006355779)
0901500010856,POINT (-99.15428943552246 19.42951581647229)
090150001088A,POINT (-99.13942451861546 19.42824986915585)
0901500010894,POINT (-99.13495676601828 19.42773040816858)
0901500010220,POINT (-99.14706357061264 19.45578547477362)
0901500010907,POINT (-99.13069211331008 19.42821985489806)
0901500011159,POINT (-99.13658547033428 19.41592699594586)
0901500010273,POINT (-99.13941444474672 19.45417592018066)
0901500010288,POINT (-99.13765029053354 19.45383196782729)
0901500010305,POINT (-99.13464967524743 19.4529809298527)
0901500010517,POINT (-99.14399229696815 19.44962149635945)
0901500010409,POINT (-99.14183365786086 19.45251182027896)
0901500010682,POINT (-99.16268656470896 19.43801210218323)
090150001113A,POINT (-99.14654672995998 19.4167412651437)
090150001106A,POINT (-99.13173318652987 19.4206506062505)
0901500010343,POINT (-99.12888992777104 19.44825238708219)
0901500010733,POINT (-99.14629206927307 19.43534420749118)
0901500011125,POINT (-99.15206940741932 19.41685599806852)
0901500011341,POINT (-99.169780613982 19.40865945010198)
0901500011356,POINT (-99.16573306566825 19.40843383548922)
0901500011534,POINT (-99.15057934466688 19.42338371680848)
0901500010235,POINT (-99.14579062866478 19.45542304926017)
0901500010767,POINT (-99.13852564438342 19.43410910058553)
090150001095A,POINT (-99.16390414050026 19.42491590662536)
0901500010964,POINT (-99.13773017958323 19.42526295639764)
0901500010979,POINT (-99.12929406117429 19.42460941750571)
0901500011036,POINT (-99.14568781828243 19.42203401155346)
0901500011040,POINT (-99.14052704675183 19.42149843271052)
0901500011093,POINT (-99.16750084641605 19.4182515348032)
0901500010381,POINT (-99.14470853724653 19.45324733340283)
0901500010292,POINT (-99.13606037215544 19.45339362899409)
090150001024A,POINT (-99.14429013739206 19.45507957185038)
0901500010108,POINT (-99.13372844176567 19.45930868606101)
0901500010131,POINT (-99.1357312022219 19.45500766087607)
0901500010150,POINT (-99.1317811762007 19.45520673538749)
090150001031A,POINT (-99.13330956085055 19.45191497157625)
0901500010324,POINT (-99.13233976525346 19.45271375367769)
0901500010606,POINT (-99.15681686870069 19.44269116324924)
0901500010610,POINT (-99.1481711436624 19.44101403184424)
0901500010625,POINT (-99.14500188653626 19.43897375108746)
0901500010822,POINT (-99.16920576265673 19.43149140082422)
0901600010887,POINT (-99.21115026376383 19.42707205693586)
0901500010837,POINT (-99.16275308835063 19.43030068226914)
0901500010428,POINT (-99.13927213144929 19.45163513637084)
0901500010201,POINT (-99.14920126552639 19.45498151768398)
0901500011017,POINT (-99.15662674172864 19.42221697367376)
0901500011110,POINT (-99.15668638262346 19.41555985493058)
0901500011337,POINT (-99.17396945478173 19.40872255052938)
0901500011318,POINT (-99.17653783715886 19.41128410582965)
0901500011322,POINT (-99.17411599596518 19.41314692594885)
0901500010860,POINT (-99.15020501347948 19.42881999589826)
0901500010875,POINT (-99.14507942147436 19.4281055983345)
0901600010425,POINT (-99.21467886274371 19.44574227812089)
0901600010020,POINT (-99.20343103552706 19.46559545121845)
0901600010798,POINT (-99.18805831886577 19.42156659905786)
0901600010891,POINT (-99.18219117702911 19.4151015078066)
090160001068A,POINT (-99.18119864122447 19.4309775130985)
0901600010302,POINT (-99.21865602317082 19.4506067818842)
0901600010694,POINT (-99.17943285556157 19.43230214599762)
0901600010764,POINT (-99.19681770983296 19.43076165650303)
0901600010016,POINT (-99.1977386387357 19.46926950309956)
0901600010800,POINT (-99.22262647637234 19.43198376199751)
0901600010073,POINT (-99.16822849988618 19.45594185830122)
0901600010213,POINT (-99.16671850473526 19.44596810817236)
0901600010228,POINT (-99.2153816604057 19.45243096642858)
0901600010514,POINT (-99.22253055093965 19.43846021547511)
0901600010054,POINT (-99.18517191803218 19.45980091891237)
0901600010069,POINT (-99.17566924405924 19.4561407840228)
0901600010092,POINT (-99.21240729768162 19.45834933165532)
0901600010232,POINT (-99.21022233295541 19.45220132379431)
0901600010711,POINT (-99.17565198999152 19.42985132493545)
0901600010853,POINT (-99.22642345080303 19.42402774418679)
0901600011029,POINT (-99.18534531755132 19.41196311441358)
090160001118A,POINT (-99.17895342047156 19.40435849797529)
0901600011211,POINT (-99.18140267522659 19.39823986340379)
0901600011226,POINT (-99.17284222014955 19.40110741416066)
0901600010139,POINT (-99.19437033941233 19.45768312505697)
0901600011071,POINT (-99.21602219779565 19.40477550764106)
0901600011090,POINT (-99.2060776346371 19.40251480956615)
0901600011103,POINT (-99.20188976097431 19.40407428880371)
0901600011118,POINT (-99.198902383188 19.40526746249942)
0901600011137,POINT (-99.19459960810624 19.40526729393291)
0901600011156,POINT (-99.18944956869649 19.40158554432058)
0901600011230,POINT (-99.24257421487968 19.40900861068176)
090160001125A,POINT (-99.24808937760109 19.40509311988012)
0901600010158,POINT (-99.18862788478856 19.45687873491815)
0901600011283,POINT (-99.22884475502808 19.39964126977334)
0901600011298,POINT (-99.25234840161561 19.39999365511681)
0901600010868,POINT (-99.22095781851839 19.42548932366921)
0901600010529,POINT (-99.21608415325157 19.44011284517682)
090160001100A,POINT (-99.20577794221413 19.42265171956821)
0901600011300,POINT (-99.24547003876042 19.39422889164397)
0901600010088,POINT (-99.16890992106342 19.45206825308282)
0901600010815,POINT (-99.2201314462262 19.42917396702914)
0901600010143,POINT (-99.19260089978121 19.45518265730195)
0901600010478,POINT (-99.18649345735214 19.44156940518619)
0901600010548,POINT (-99.20937745746375 19.44203724818015)
0901600010482,POINT (-99.18021534592006 19.44176495817524)
0901600010533,POINT (-99.21253080076424 19.44039457913293)
0901600010622,POINT (-99.20991494542317 19.43708590814725)
0901600010035,POINT (-99.20561955716519 19.46167217876499)
0901600010270,POINT (-99.18809546241856 19.45071945877422)
090160001029A,POINT (-99.17255956254863 19.44673378829598)
0901600010336,POINT (-99.21290091626003 19.44911647666128)
0901600010707,POINT (-99.17824002839362 19.43448016362138)
0901600010340,POINT (-99.20956221652419 19.44724585257251)
090160001036A,POINT (-99.20237111755713 19.44694546018857)
0901600010374,POINT (-99.1977900118214 19.44895207825442)
0901600010389,POINT (-99.19750550489064 19.44680617653187)
090160001043A,POINT (-99.21178874648479 19.44603755625109)
0901600010444,POINT (-99.2040362448618 19.44225306730463)
0901600010603,POINT (-99.17421592759337 19.43550486021072)
0901600010641,POINT (-99.1988506922481 19.4349395376351)
0901600010730,POINT (-99.21258390208584 19.43236276279931)
0901600010745,POINT (-99.20238986230757 19.43060723577677)
090160001075A,POINT (-99.19824725495083 19.42951845059968)
0901600010961,POINT (-99.21270365832875 19.42060365888107)
0901600010976,POINT (-99.20928564741996 19.42162295157022)
0901600010980,POINT (-99.21053993235847 19.41804317475946)
0901600010995,POINT (-99.20555173318694 19.4228595258435)
0901600011207,POINT (-99.1798164995428 19.40098185570881)
0901600011264,POINT (-99.23999378375315 19.40422134958538)
0901600010783,POINT (-99.18793980155799 19.42936776087261)
0901600011279,POINT (-99.23499635632291 19.40212672218811)
0901600011122,POINT (-99.1954934197615 19.40842548665409)
0901600010675,POINT (-99.18656965831482 19.43334116043119)
0901600010779,POINT (-99.19383127753018 19.4287192756719)
0901600010834,POINT (-99.2138919899501 19.42996751578632)
0901600011349,POINT (-99.19315482265473 19.44814073409385)
0901600010872,POINT (-99.21433876541234 19.42593026955626)
0901600010919,POINT (-99.22114360803225 19.42149457375991)
0901600010251,POINT (-99.19668237258459 19.45205715551076)
090160001132A,POINT (-99.20076468375778 19.44962712126695)
090160001082A,POINT (-99.21786902996604 19.4311058451798)
090160001004A,POINT (-99.19507174569209 19.46154921218297)
0901600010497,POINT (-99.17308610466297 19.44188339382357)
0901600010957,POINT (-99.21438825262678 19.4191887552991)
0901600010410,POINT (-99.21627888545831 19.44490171282755)
0901600010162,POINT (-99.18503868442546 19.45527201486849)
0901600010459,POINT (-99.19761364060405 19.4425844861576)
0901600010463,POINT (-99.19252468868227 19.44383798990823)
090160001050A,POINT (-99.1701877357352 19.43920629490806)
0901600010552,POINT (-99.19719743943826 19.43950345863401)
0901600010393,POINT (-99.18691304490507 19.44649748566114)
0901600010105,POINT (-99.20799617991436 19.45830006629665)
090160001011A,POINT (-99.20301664925999 19.45605202443004)
0901600010247,POINT (-99.20572662062833 19.45334377259568)
0901600010321,POINT (-99.21587279502613 19.44825219167297)
0901600010571,POINT (-99.18995232107264 19.43937462129333)
0901600010586,POINT (-99.1815377556868 19.43804665150427)
0901600010590,POINT (-99.17512253483301 19.43804573614997)
0901600010618,POINT (-99.21565870994327 19.43679896348595)
0901600011160,POINT (-99.1877783838314 19.40873117368537)
0901600010849,POINT (-99.20716010741684 19.42873883299681)
0901600011052,POINT (-99.2231410025876 19.40928926953083)
0901600010923,POINT (-99.22439230477961 19.41692840571471)
0901600011048,POINT (-99.22733760285482 19.41156309005785)
0901600011175,POINT (-99.18565607962488 19.40462383085823)
0901600011245,POINT (-99.24023758784332 19.40554257146444)
0901600011067,POINT (-99.21503664561462 19.41134784330312)
0901600011014,POINT (-99.19952886670929 19.41602152842225)
0901600011194,POINT (-99.18604192908801 19.40091588377945)
0901600011086,POINT (-99.20754250372823 19.40852998393031)
0901600010181,POINT (-99.17880559126712 19.45041417758313)
0901600011315,POINT (-99.20254779863872 19.44949688701688)
0901600011334,POINT (-99.1920084139342 19.45235426911414)
0901600010177,POINT (-99.18227542453189 19.45254647152863)
0901600010209,POINT (-99.17133343641603 19.45081983938151)
0901600010285,POINT (-99.17626069157294 19.44537448392224)
0901600010637,POINT (-99.20549178076699 19.43465778137503)
0901600010656,POINT (-99.193570000054 19.43480552077949)
0901600010660,POINT (-99.18843018353749 19.43562293421855)
0901600010942,POINT (-99.21692082474377 19.41818065504333)
0901600010124,POINT (-99.19911549677228 19.45590491299733)
0901600011033,POINT (-99.23403682096965 19.41024469235321)
0901700010831,POINT (-99.05550850758132 19.42869812300493)
0901700011191,POINT (-99.09414860004259 19.41246483516279)
0901600010904,POINT (-99.23080187216671 19.41792824157467)
0901700010070,POINT (-99.1006438202113 19.44779512905937)
0901700010865,POINT (-99.05728897499159 19.4260311429588)
0901700011045,POINT (-99.12615954573599 19.41602854585819)
0901700010210,POINT (-99.1233870144366 19.44694135260953)
0901700011308,POINT (-99.07988928362209 19.40857080215247)
0901700011219,POINT (-99.09262043691713 19.41229153073139)
0901700011223,POINT (-99.09054977059884 19.41259182545748)
0901700010367,POINT (-99.12235097359419 19.43919238393843)
0901700010047,POINT (-99.11258739967751 19.45188447350956)
0901700010051,POINT (-99.10620700247271 19.4504979724267)
090170001048A,POINT (-99.1216628009375 19.43307976765222)
0901700010687,POINT (-99.12449724125727 19.4254400729818)
0901700010085,POINT (-99.09494949169475 19.45000997118139)
0901700010102,POINT (-99.09089532745163 19.44815509083967)
0901700010117,POINT (-99.09107920183048 19.44595508161582)
0901700010140,POINT (-99.07179575638533 19.43517715673428)
0901700010827,POINT (-99.05475757019597 19.43500926786639)
0901700010013,POINT (-99.12117734301046 19.45751753399313)
0901700010028,POINT (-99.11708274682704 19.45599673499383)
0901700010032,POINT (-99.11992221973594 19.45308427391485)
0901700010121,POINT (-99.08323162732266 19.4441800606031)
0901700010136,POINT (-99.08037644919069 19.44770179606677)
0901700010155,POINT (-99.12129464333468 19.44984761981949)
0901700010329,POINT (-99.0898592671961 19.44233298932058)
0901700010884,POINT (-99.06356547942998 19.42203493124155)
0901700010899,POINT (-99.12461975167984 19.420605037836)
0901700011030,POINT (-99.07281233100574 19.4182567801068)
0901700011242,POINT (-99.08866561739572 19.41129401513685)
0901700011261,POINT (-99.08610029282912 19.4105844715217)
0901700011276,POINT (-99.08345152227143 19.40959274126363)
0901700011312,POINT (-99.12615626498736 19.41152920115362)
0901700011399,POINT (-99.12396989441214 19.40687558775994)
0901700011416,POINT (-99.11678890815371 19.40781065121508)
0901700011435,POINT (-99.10608944780496 19.40977356789505)
090170001144A,POINT (-99.10966896133455 19.40746818246138)
0901700011454,POINT (-99.10019424470491 19.41026033236133)
0901700010206,POINT (-99.10497689506579 19.44592708742353)
0901700011149,POINT (-99.10023079909479 19.41537187747806)
0901700011204,POINT (-99.08962145996882 19.41821281340608)
0901700011238,POINT (-99.08544960461137 19.41700711886601)
0901700011098,POINT (-99.10890938387858 19.41573042501868)
0901700011420,POINT (-99.11207800576858 19.40993012633233)
0901700011505,POINT (-99.06092935596273 19.42703940417043)
0901700010189,POINT (-99.10989303916237 19.44712511734579)
0901700010193,POINT (-99.10769945531776 19.44637096613063)
0901700010475,POINT (-99.08422156159527 19.43689123318957)
0901700010511,POINT (-99.11267473601792 19.43111177372135)
0901700010526,POINT (-99.1089325200403 19.43096922008943)
0901700010530,POINT (-99.10645466479662 19.42978866398711)
0901700010278,POINT (-99.10906470657176 19.44237863357163)
0901700010545,POINT (-99.10384837643858 19.43250674879166)
0901700010244,POINT (-99.11527180974437 19.4441888264098)
0901700010259,POINT (-99.11192241520526 19.44313312356346)
0901700010282,POINT (-99.10647208639953 19.44216395409387)
0901700010297,POINT (-99.10257690382839 19.44338249545645)
090170001030A,POINT (-99.09794796814846 19.44291109686877)
0901700010314,POINT (-99.09302204968546 19.4435655678578)
0901700010333,POINT (-99.08722894748017 19.4410837146057)
0901700010348,POINT (-99.08300775647989 19.44025778350602)
0901700010352,POINT (-99.07894136338918 19.44036332455554)
0901700010615,POINT (-99.10983463526874 19.42518286988653)
090170001055A,POINT (-99.0985059499353 19.43377698520666)
0901700010371,POINT (-99.11698283715799 19.43974793756367)
0901700010386,POINT (-99.11061259061887 19.43980190374881)
0901700010390,POINT (-99.11824919105797 19.43844944790263)
0901700010403,POINT (-99.11253060489565 19.43651601612503)
0901700010653,POINT (-99.09931229322605 19.43039495348069)
0901700010418,POINT (-99.10846749390626 19.43693972781906)
0901700010422,POINT (-99.10395012776925 19.43864518568609)
0901700010437,POINT (-99.09888575467829 19.43982028489192)
0901700010441,POINT (-99.09950592890951 19.43717691403121)
0901700010564,POINT (-99.09071140000258 19.43464108852015)
0901700010579,POINT (-99.12372444763326 19.43091202273595)
0901700010583,POINT (-99.12136891779521 19.4279496414087)
0901700010598,POINT (-99.11638530705497 19.42786742721462)
090170001062A,POINT (-99.10714734085859 19.42718289972435)
0901700010649,POINT (-99.10143006988332 19.42815371740269)
0901700010668,POINT (-99.09467518454261 19.42806618256091)
0901700010672,POINT (-99.09299681320027 19.43114116111278)
0901700010691,POINT (-99.12191596014033 19.42404632331462)
0901700010704,POINT (-99.11854010060722 19.42204735428379)
0901700010719,POINT (-99.1158318273939 19.42055690888465)
0901700010723,POINT (-99.11312153700641 19.42335046211948)
0901700010738,POINT (-99.11328746780302 19.42121168564228)
0901700010776,POINT (-99.10465342250913 19.42280365827109)
0901700010780,POINT (-99.09725457012428 19.42516939193245)
0901700010808,POINT (-99.06959665470015 19.42838940845401)
0901700010812,POINT (-99.06602847868626 19.42708686136139)
0901700011079,POINT (-99.1139842075743 19.41445690614701)
0901700011083,POINT (-99.11020344282048 19.41577594556731)
0901700011346,POINT (-99.11079629300849 19.4125241196146)
0901700011350,POINT (-99.10738187144673 19.41392190654095)
0901700011365,POINT (-99.1058007489852 19.41212921966205)
090170001137A,POINT (-99.10277895075208 19.41318777458624)
0901700011384,POINT (-99.09931844066062 19.41229832945523)
090170001151A,POINT (-99.06146266755341 19.42622499181635)
0901700011524,POINT (-99.06162468440561 19.42463327572322)
0901700010494,POINT (-99.1184195577124 19.43545825663328)
0901700010742,POINT (-99.11109597882655 19.42175033030651)
0901700011011,POINT (-99.08901224698496 19.42180790564452)
0901700011401,POINT (-99.11892052420981 19.41012393983553)
0901700010600,POINT (-99.11249650849462 19.42570909187828)
0901700010456,POINT (-99.09560561650278 19.43598097740079)
0901700010901,POINT (-99.12184419698683 19.41971532814834)
0901700010460,POINT (-99.09027634298279 19.43810812977685)
0901700010263,POINT (-99.11050821565686 19.44283951317612)
0901700010066,POINT (-99.10670956344168 19.44879531549226)
090170001009A,POINT (-99.09651510929476 19.44681833829182)
0901700011064,POINT (-99.11835401018246 19.41552488192035)
090170001016A,POINT (-99.11491380507346 19.4493027398441)
0901700010174,POINT (-99.11509652548864 19.44823386608148)
0901700010225,POINT (-99.11929341368467 19.44417652177755)
090170001023A,POINT (-99.11581247290594 19.44700364815663)
0901700010846,POINT (-99.06972674464268 19.42587821664198)
090170001087A,POINT (-99.07115006270372 19.42359710445836)
0901700010916,POINT (-99.11913440280308 19.41782269755678)
0901700010920,POINT (-99.11372977857052 19.41853627638636)
0901700010935,POINT (-99.1116031485502 19.4166393581893)
090170001094A,POINT (-99.10912349905399 19.41857676492947)
090170001105A,POINT (-99.12298043075097 19.41572171631541)
0901700011257,POINT (-99.08172504801681 19.41601322532435)
0901700011280,POINT (-99.07844775640665 19.41457816920854)
0901700011327,POINT (-99.12331021616303 19.41111539248362)
0901700011331,POINT (-99.11825266202391 19.41276725931474)
0901700011295,POINT (-99.076798789809 19.41259894640005)
0901700011026,POINT (-99.08569789124959 19.41992496441774)
0901700011469,POINT (-99.06226674197661 19.42974952829736)
0901700011473,POINT (-99.06143615862217 19.42951420620011)
0901700010507,POINT (-99.11826428508634 19.43303817349649)
0901700011488,POINT (-99.0604015946932 19.42840985832719)
0901700011492,POINT (-99.05948821533514 19.42713748843031)
0901700010761,POINT (-99.10753059046991 19.42364957499442)
0901700010954,POINT (-99.1080533688591 19.42066240440706)
0901700010757,POINT (-99.10962383076736 19.42130047415389)
090170001112A,POINT (-99.10291457204529 19.41870280852137)
0901700011134,POINT (-99.10048029899897 19.41807784280612)
0901700011115,POINT (-99.10377745936232 19.41651574830137)
0901700011153,POINT (-99.09802180477652 19.41927950752822)
0901700011168,POINT (-99.09690479744216 19.41578717827386)
0901700010634,POINT (-99.10314144215681 19.42531162338524)
0901700011172,POINT (-99.09542668869601 19.41513447569787)
0901700010795,POINT (-99.09318440323911 19.42179734582204)
0901700010992,POINT (-99.10026844205623 19.42035902215818)
0901700011100,POINT (-99.10668912061114 19.41613667912633)
0901700011187,POINT (-99.09422145430474 19.41436662798881)
0901700010988,POINT (-99.10222749794652 19.42124376748357)
0901700010969,POINT (-99.10645826015947 19.42009016163225)
0901700010973,POINT (-99.10471634776297 19.41949453722653)
0901700011007,POINT (-99.09712906402363 19.42223181090443)
